label-coarse,text
3,What was the name of the cook on Rawhide ?
OTHERS,When did the last Americans leave Vietnam ?
3,Who was Darius ?
0,What was a Mae West on a World War II battleship ?
OTHERS,How fast is a 45Mhz processor ?
0,"What do the number 1 , 2 , and 4 mean on Dr. Pepper bottles ?"
OTHERS,What geological time do we live in ?
OTHERS,What does a philatelist collect ?
OTHERS,What do you call the feeling of having experienced something before ?
OTHERS,How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?
3,Name a French fascist party .
OTHERS,How many votes in Congress dissented from the 1941 declaration of war with Japan ?
OTHERS,What was the first minimum wage ?
OTHERS,What is the price for tuberculosis drugs ?
5,Where did surfing originate ?
3,Who killed Martin Luther King ?
OTHERS,How many languages are there in the world ?
OTHERS,What shrubs can be planted that will be safe from deer ?
3,What Apollo 11 astronaut minded the store while Armstrong and Aldrin made history ?
3,What university football team did O.J. Simpson take to the Rose Bowl ?
OTHERS,In which Tennessee Williams play is one of the characters killed and devoured by a mob of starving children ?
0,How did the jack-o '-lantern get it 's name ?
OTHERS,What 's the tallest piece on a chessboard ?
OTHERS,"In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?"
OTHERS,How many head injuries are there in recreational ice skating each year ?
5,Where can I find the history of the Taiwanese language ?
OTHERS,What is the collective noun for geese ?
2,What is the abbreviation of the National Bureau of Investigation ?
5,Where is the Isle of Man ?
5,What Japanese city was once called Edo ?
3,What are the only players eligible to score points in Roller Derby called ?
3,Who was the first king of England ?
5,What country are you visiting if you land at President Duvalier Airport ?
5,Where can an individual get a contact lens tested that burned the entire surface of eye when new ?
5,What country has the highest arson rate ?
OTHERS,The corpus callosum is in what part of the body ?
0,What are people doing to help prevent the extinction of birds ?
0,What is the weather like on the moon ?
3,Name the first private citizen to fly in space .
5,What are some mythology websites ?
0,"Why was Henry Ford 's first automobile calleda Model T & his second type of automobile , introduced in 1928 , called a Model A ?"
0,How does a submarine operate ?
OTHERS,"What English word comes from the Old French covrefeu , meaning cover fire ?"
3,What pseudonym did William Sydney Porter use in writing The Gift of the Magi ?
OTHERS,What is the only animal that can turn its stomach inside out ?
OTHERS,What is the name of the Family Circus 's dog ?
3,What toy company is the world 's No.1 maker of female apparel ?
5,Where is McCarren Airport located ?
0,What problems contributed to the high failure rate of Plains farmers in the 1800s ?
2,What does BUD stand for ?
0,What is a person 's socioeconomic position ?
3,What company sells the most greeting cards ?
3,Who is Shirley MacLaine ?
0,What 's the rathaus in Frankfurt ?
0,How do you ask a total stranger out on a date ?
OTHERS,What is the primary language of the Philippines ?
3,"Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' ."
0,What is Toulmin logic ?
3,Who awarded The Flying Fickle Finger of Fate ?
3,What chocolate company gives you a one-pound kiss ?
0,What does Venus Retrograde mean ?
3,Who invented the stethoscope ?
0,What is object-oriented design ?
OTHERS,When were camcorders introduced in Malaysia ?
5,What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ?
OTHERS,How many people did Randy Craft murder ?
OTHERS,How many innings are there in a regulation softball game ?
0,Why do you say `` God bless you '' when people sneeze ?
5,What Russian seaport has a name meaning `` Lord of the East '' ?
OTHERS,How much did Varian Associates try to sell its vacuum products division to the BOC group for ?
OTHERS,"How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?"
0,What are snowballs to a hot-rodder ?
OTHERS,What is Mississippi 's state animal ?
3,What group kidnaped Patricia Hearst ?
OTHERS,What is the horsepower of the shuttle boosters ?
OTHERS,How many stars are there in Big Dipper ?
3,What is Supergirl 's secret identity ?
3,What was Marilyn Monroe 's real name ?
2,What does pH stand for ?
0,What is Srpska Krajina ?
OTHERS,What 's the Southern dish made of pigs ' small intestines ?
OTHERS,When did Mount St. Helen last have a major eruption ?
OTHERS,What is predicted to topple over between 2010 and 2020 ?
OTHERS,How long does a human live ?
OTHERS,How much of the silver production is manufactured by independent silversmiths ?
5,What are the four largest mountain ranges on the Asian continent ?
5,What is the name of the country which Hitler ruled ?
5,Where does most of the marijuana entering the United States come from ?
OTHERS,What impenetrable system of French fortifications was built along the German frontier before World War II ?
OTHERS,How many Vietnamese were there in the Soviet Union ?
3,What is a person called that likes fire ?
3,Who were leaders of the Byzantine empire ?
3,"What schools in the Washington , DC NN NN VBP NN NN NN NN ."
OTHERS,How many people die of tuberculosis yearly ?
3,What mustachioed comedian portrayed Frankie in North to Alaska ?
3,"The lawyer who represented Randy Craft , what was his name ?"
OTHERS,What percentage of the world 's plant and animal species can be found in the Amazon forests ?
3,"Who was the first American poet to win the Nobel Prize for literature , in 1948 ?"
0,What 's the difference between carelessness and carefreeness ?
OTHERS,What is the name of the Jewish alphabet ?
OTHERS,What film did Lee Marvin win the 1965 best actor Oscar for ?
OTHERS,What 1956 Grace Metalious novel was on the best-seller list for two years ?
3,Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?
3,Who plays the cop in the movie `` Kindergarten Cop '' ?
OTHERS,When did Iraqi troops invade Kuwait ?
OTHERS,What keeps clouds in the air ?
0,How do birds find their way back to the same place every year ?
5,What South American country won its first World Cup soccer title in 1978 ?
OTHERS,What constitutes an adult ?
OTHERS,What war did the Potsdam Conference follow ?
0,What is witch hazel ?
OTHERS,When was the battle of the Somme fought ?
0,How do you write a book report ?
OTHERS,How many URL extensions are there ? and what are they ?
5,Where can I find a website that gives comparisons of good prices ?
0,What do Japanese school uniforms look like ?
OTHERS,"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?"
5,Where is Burma ?
3,What Mormon leader was said to have had 27 wives ?
0,What is a phalanx ?
3,Who lives at 39 Stone Canyon Way ?
OTHERS,What is the population in India ?
3,What record company produced the 1978 movie The Wiz ?
0,What is prepared mustard ?
OTHERS,Which language has the most words ?
OTHERS,What did The Gas House Gang play ?
0,How did Socrates die ?
OTHERS,How many months does a normal human pregnancy last ?
OTHERS,What is a female rabbit called ?
0,What are the most common causes of death in the U.S. ?
3,"What two historical figures , who fought each other in a famous battle , each have a food named after them ?"
OTHERS,What color of dry wine should be served with veal roasts and chops ?
5,What 's the closest G2 Spectrum Yellow Dwarf to Earth ?
OTHERS,How many four star generals were there and who are they ?
OTHERS,How fast do cheetahs run ?
3,Who was the first woman golfer to earn a million ?
OTHERS,What are pushed and coupled in hump yards ?
OTHERS,The second most popular sport worldwide is what ?
OTHERS,Name a technique widely used to detect birth defects ?
3,Who invented the pull-tab opener on cans ?
0,Why did the Shea & Gould law firm leave Los Angeles ?
3,What hard-of hearing artist painted Sunflowers ?
3,What golfer has been called Ohio Fats and Blobbo ?
OTHERS,Who was the first animal into space ?
5,Where can stocks be traded on-line ?
0,For what reason did some San Diego schools stop serving apples ?
OTHERS,How long should you feed your puppy Purina Puppy Chow ?
OTHERS,What did Esquire name Ash Hole of the Year for 1980 ?
0,What is the definition of a cascade ?
OTHERS,What is another term for the painful wrist syndrome ?
0,What is Australia Day ?
5,Where did the sport of caber-tossing originate ?
OTHERS,When did Nostradamus believe World War III would begin ?
3,Who was the Charlie perfume woman ?
OTHERS,What drink is the best thirst-quencher ?
0,"In My Antonia , how is Mr. Shimerda out of place on the farm ?"
OTHERS,What 's the most extensively grown and eaten food ?
OTHERS,What is chronic constipation a symptom of ?
0,What is an isthmus ?
0,"How can people from Ireland come to the U.S. , work , and then return to Ireland ?"
3,"Who wrote the book , `` The Grinch Who Stole Christmas '' ?"
2,What does RCA stand for ?
3,Who portrayed Vincent Van Gogh in Lust for Life ?
OTHERS,What are the three animals in Sheila Burnford 's The Incredible Journey ?
0,Why did the chicken cross the road ?
5,"What islands got their name from the Spanish baja mar , meaning shallow water ?"
3,What is the name of the pop singer whose song became the theme song for a brand of catsup ?
OTHERS,How many astronauts have been on the moon ?
3,"What is the name of actor Rex Harrison 's son , who starred in a modestly popular TV show during the late 1960's ?"
3,"Who is John Macarthur , 1767-1834 ?"
OTHERS,What is after death ?
3,What was the nickname of German flying ace Manfred von Richthofen ?
3,Who was Randy Steven Craft 's lawyer ?
OTHERS,What is the name of Kevin Costner 's movie about Sioux Indians ?
0,What are manifest and latent function theories ?
OTHERS,What game is Garry Kasparov really good at ?
3,What American poet wrote : `` Good fences make good neighbors '' ?
0,What is the meaning of the name Ella ?
0,Why do some people have two different color eyes ?
3,Who turned all he touched to gold ?
OTHERS,What film featured a snarly character named Kid Shelleen ?
0,"What are some fun things to do in Cozumel , Mexico for teenagers ?"
OTHERS,What book does Holden Caulfield appear in ?
OTHERS,"What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?"
2,What does G.M.T. stand for ?
5,Where did he get the title ?
OTHERS,What four tournaments make up tennis ' Grand Slam ?
5,What 's the most powerful country in the world ?
OTHERS,What fastener did Whitcomb Judson patent in 1893 ?
5,Where are the 49 steps ?
OTHERS,What animal has the biggest eyes ?
3,"What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?"
OTHERS,What took first prize in Omni magazine 's contest to find the `` ultimate unanswerable question '' ?
0,What is digitalis ?
5,Where is the Rose Bowl played ?
5,Where can I find pictorial directions on how to build a very simple treehouse ?
0,"What is the origin of the word , magic ?"
OTHERS,What shape-shifting menace did Rom come to Earth to fight ?
3,Which college did Dikembe Mutombo play basketball at ?
5,"What is the name of the largest city in Chile , South America ?"
3,What famous film and TV cowboy lent his name to a fast food chain ?
3,Who is known as `` the world 's oldest teenager '' ?
5,What is the most populated city in the world ?
0,How do you get bubblegum out of carpet ?
3,"What President lived at 219 North Delaware Street , Independence , Missouri ?"
5,Where did the Battle of the Bulge take place ?
5,What ocean surrounds the Maldive Islands ?
OTHERS,Which cats pursued Tweety Pie in his first cartoon appearance ?
3,"What famous coach said `` if you can 't beat 'em in the alley , you can 't beat 'em on the ice '' ?"
OTHERS,How long does a pig 's orgasm last ?
OTHERS,What war saw battles at Parrot 's Beak and Black Virgin ?
OTHERS,What kind of tree graces Lebanon 's flag ?
3,What player squats an average of 3 times during a baseball doubleheader ?
OTHERS,How many syllables are there in a line of hendecasyllabic poetry ?
0,What is Linux ?
OTHERS,How long was the OJ Simpson trial ?
0,What is a Jellicle Cat ?
OTHERS,What is a fear of color ?
3,What appointments secretary to Richard Nixon went to jail ?
0,What was the Vietnam War ?
0,Why is Rush 's 2112 called 2112 ?
0,What caused Shea & Gould to close their L.A. office ?
OTHERS,"Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?"
0,What is the origin of thank you notes ?
OTHERS,Name a Sioux language .
OTHERS,What percentage of children between the ages of two and eleven watch ` The Simpsons ' ?
5,"What bay sparkles next to Miami , Florida ?"
OTHERS,"What will a kid eat the middle of , and save the chocolate on the outside for last ?"
3,"Name the poet of the poem which begins : I do not know much about gods ; but I think that the river Is a strong brown god-sullen , and untamed ?"
5,What European city do Nicois live in ?
5,What is the largest shopping mall in the world ?
5,What country is bounded in part by the Indian Ocean and Coral and Tasman seas ?
OTHERS,What is a fear of reptiles ?
OTHERS,What are the first six words of Dickens 's A Tale of Two Cities ?
OTHERS,What type of betting is used in horse racing ?
OTHERS,What card game can feature dealer 's choice ?
OTHERS,What is a fear of trees ?
OTHERS,What does each of the utilities cost in Monopoly ?
3,What was William F. Cody 's better-known name ?
OTHERS,How many eyes does a bat have ?
5,Where can I get cotton textiles importer details ?
3,Who are the top 10 richest people in the world ?
3,Who is Johnny Carson ?
0,What do Mormons believe ?
0,How is Answers.com different from KnowPost.com ?
0,How is cologne made ?
OTHERS,How many Fig Newtons are there to the pound ?
5,In what city is the US Declaration of Independence located ?
5,What two countries are linked by the Brenner Pass ?
3,What are the names of Richard Nixon 's two daughters ?
5,What city in the U.S. experienced the most growth recently ?
OTHERS,What William Styron book is about a black preacher who leads a slave revolt ?
OTHERS,What credit card features a centurion on its face ?
0,How do you get to the top of the Eiffel Tower ?
OTHERS,How many layers does a bottle of Yoo-Hoo settle into ?
OTHERS,What English word contains the most letters ?
3,Who created the monster in Mary Shelley 's novel Frankenstein ?
3,Who comprised the now-defunct comic book team known as the Champions ?
3,Saddam Hussein was compared to whom by President Bush ?
0,What was the Chivington Massacre ?
5,What lake is the source of the White Nile ?
3,Who was the only U.S. President to wear a Nazi uniform ?
OTHERS,What is the legal blood alcohol limit for the state of California ?
OTHERS,How many times a day should you take a prescription marked `` q.i.d . '' ?
0,What are the Poconos ?
OTHERS,What is a fear of fur ?
5,What three European countries begin with the letter A ?
OTHERS,How much money was the minimum wage in 1991 ?
OTHERS,What is 55 times sweeter than cane sugar ?
5,What country other than Germany invaded Poland in September 1939 ?
OTHERS,What is the only substance that gives food its `` taste '' when eaten ?
OTHERS,What game does Garry Kasparov play ?
5,"What California bridge was Don Brown the first to cross , on May 27 , 1937 ?"
0,What is the contents of proposition 98 ?
5,In which state are the Mark Twain National Forests ?
3,Whose cover is that of an employee of Universal Import and Export ?
OTHERS,What is Columbia Tristar 's phone number ?
5,What is the oldest ethnological museum in the world ?
5,What New England state covers 5.9 square miles ?
3,Who spoke the only word in Mel Brooks 's Silent Movie ?
OTHERS,"In Beetle Bailey , can you name Sarge 's dog ?"
3,Who markets Spaghetti-o 's ?
OTHERS,What is a golf ball made of ?
3,"Who sent the brief message `` I came , I saw , I conquered '' ?"
OTHERS,What were the first frozen foods ?
OTHERS,What part of their attire were `` pothooks '' to cowboys of the Old West ?
0,What is the origin of the word `` mind '' ?
OTHERS,What terror of the sea did Johnny Horton sing about ?
OTHERS,What does Final Four refer to in the sports world ?
0,How can I get someone 's phone number if I only have their screen name ?
OTHERS,What soft drink would provide me with the biggest intake of caffeine ?
OTHERS,What percent of world 's fresh water is found in Canada ?
0,What is the origin of the term `` The Brooklyn Side '' in bowling ?
OTHERS,What are Halloween 's colors ?
0,What is the origin of Boxing Day ?
3,What 's the most common nickname of U.S. college football teams ?
5,Where did makeup originate ?
5,What are all the southern states of the United States ?
OTHERS,"When it 's time to relax , what one beer stands clear ?"
OTHERS,On what T.V. show could Tom Terrific be found ?
3,What store does Martha Stewart advertise for ?
3,What company tabulates the ballots in voting for the Academy Awards ?
OTHERS,"What Stephen Sondheim ballad ends : `` Well , maybe next year.. . '' ?"
5,Where can I find info on research being done on oilseeds thru genetics ?
3,Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?
OTHERS,When did the use of `` the syringe '' first appear in medicinal history ?
3,Who 's the founder and editor of The National Review ?
OTHERS,What was the name of the orca that died of a fungal infection ?
OTHERS,What is the average hourly rate of American workers ?
0,What is artificial intelligence ?
5,What is the U.S. location of Procter & Gamble corporate offices ?
OTHERS,What type is a snail ?
0,What do I have to do to get good grades in school ?
3,Who said : `` What contemptible scoundrel stole the cork from my lunch ? ''
3,Who invented television ?
OTHERS,What color are the castellated walls of the Kremlin ?
3,What was Thatcher 's first name ?
0,What are the words to the song sung by `` Banana in Pajamas '' ?
3,"What college enlivens Hanover , New Hampshire ?"
2,What is the abbreviation of the company name ` General Motors ' ?
3,Who was Ezra Taft Benson ?
OTHERS,What do you call a book of quotes ?
OTHERS,What is the nickname of the Cleveland Indians ?
3,Who is the creator of `` The Muppets '' ?
5,What ocean did the Titanic sink in ?
3,What female suspect in the game of Clue is single ?
3,"What President served for five years , six months and 2 days ?"
3,Which is the only Dick Tracy villain to appear three times ?
OTHERS,How many holes are there in a tenpin bowling ball ?
OTHERS,What is the length of border between the Ukraine and Russia ?
3,Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?
0,What is e-commerce ?
0,What is the meaning of `` CPR '' ?
OTHERS,How many people died because of a smoking problem in 1997 ?
5,What continent 's name appears on the upper left corner of a Budweiser label ?
2,What does ` PSI ' stand for ?
3,What are the top ten most common girl names in the US ?
0,How did P.T. Barnum bill the diminutive Charles S. Stratton ?
3,What company has built more than 2.5 billion little green houses since 1935 ?
3,Who starred with Charlie Chaplin in Modern Times and The Great Dictator ?
5,Where was the first zoo in the U.S. ?
OTHERS,What 's the percentage of children aged two through eleven who watch ` 'The Simpsons ' ?
3,In the past 8 years who have the MVP players for the NHL been ?
3,Who was the only president to serve two nonconsecutive terms ?
0,What is Spumante ?
3,"What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ?"
5,"What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?"
0,How does rabies spread ?
5,McCarren Airport is located in what city ?
OTHERS,What 1976 Deep Throat clone provides the leading lady with a second larynx ?
3,Who was Red Grange ?
0,What is osteichthyes ?
0,What does the term `` spaghetti western '' mean ?
OTHERS,When was the women 's suffrage amendment ratified ?
OTHERS,What mammal of North America is the world 's longest-lived for its size ?
3,What Democratic prankster waved the train out of the station while Richard Nixon spoke from the caboose ?
5,What does the River Seine empty into ?
OTHERS,What is a fear of machinery ?
OTHERS,How many people live in Chile ?
0,What is the origin of the typing practice sentence `` Now is the time for all good men to come to the aid of their country '' ?
OTHERS,How much is Clara Peller being paid by Wendy 's to say `` Where 's the beef '' ?
OTHERS,What are the ingredients of Coca-Cola ?
3,Which company that manufactures video-game hardware sells the `` super system '' ?
OTHERS,What is a research expedition in mountain climbing ?
3,What Spanish artist painted Crucifixion ?
2,What does e.g. stand for ?
5,What bordering country is due north of Costa Rica ?
OTHERS,What did San Francisco 's Milt Harper grow that measured 24 inches from tip to tip in 1974 ?
5,What city is served by McCarren Airport ?
5,Where is Glasgow ?
3,What Pulitzer Prize-winning novelist ran for mayor of New York City ?
5,Where can I buy movies on videotape online ?
OTHERS,How far is it from Phoenix to Blythe ?
0,What is the Golden Rule ?
OTHERS,In what Olympic Games did Nadia Comaneci become popular ?
5,What Australian city became the home of the America 's Cup ?
5,Where were the 1936 Summer Olympics held ?
5,Where did the Inuits live ?
0,How can anyone tell if a female had sexual intercourse ?
0,What ever happened to the once popular Yale Lock Company ?
OTHERS,What Jules Verne novel features scientists held captive in the submarine Nautilus ?
3,Who led the opposition when Konrad Adenauer was Chancellor in Germany ?
OTHERS,When did Mount St. Helen last have a significant eruption ?
3,"What camera company said , `` If you haven 't got the time , we 've got the camera ? ''"
OTHERS,What 's the third month of the Gregorian calendar ?
OTHERS,How old is singer Freedy Johnston ?
5,Where were the 196 Summer Olympics held ?
OTHERS,How many miles of corridors are in The Pentagon ?
OTHERS,The Olympic Games in which year allowed Nadia Comaneci to become popular ?
0,How do you correctly say the word ` qigong ' ?
3,What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?
3,What team did baseball 's St. Louis Browns become ?
0,What is Head Start ?
3,What U.S. President had brothers-in-law in the Confederate army ?
5,What city is served by Tempelhol Airport ?
0,Why are there no white lines on pro footballs ?
0,What is a Canada two-penny black ?
3,What actress holds the record for the most appearances on the cover of Life ?
3,What female faith healer wrote the inspirational book I Believe in Miracles ?
OTHERS,What materials did the three little pigs use to build their houses ?
OTHERS,"Name the 5 words that use all of the letters in the alphabet , except Q , with no repeats ."
OTHERS,What TV game show once saw a contestant admit to picking his toes in the shower ?
OTHERS,When did Theo Rousseau paint the `` Forest of Fontaine '' ?
OTHERS,How long were Tyrannosaurus Rex 's teeth ?
3,What company 's trademark was His Master 's Voice ?
0,"What do the names Neil , Mary , and Anthony mean ?"
OTHERS,How many hummingbird eggs could fit in one ostrich egg ?
3,Who wrote `` The Pit and the Pendulum '' ?
OTHERS,How much pizza do Americans eat in a day ?
OTHERS,When did the supercontinent Pangaea break up ?
OTHERS,"What kind of creatures are black , yellow , and brown bullheads ?"
OTHERS,What does an irate car owner call iron oxide ?
0,What is hebephrenia ?
OTHERS,What kind of mammal is a colt ?
OTHERS,What ratio of children of ages between two and eleven watch ` The Simpsons ' ?
OTHERS,When did Charles Lindbergh die ?
OTHERS,How many states have a `` lemon law '' for new automobiles ?
0,What does the word terrorism mean ?
OTHERS,Name an American made motorcycle .
3,Who was the lead actress in the movie ` Sleepless in Seattle ' ?
OTHERS,What does it take to be a hero ?
3,What are the major companies that are part of Dow Jones ?
OTHERS,What beer 's name is translated as `` lion brew '' ?
5,What country boasts the southernmost point in continental Europe ?
OTHERS,What can I use to remove the stubborn gummed labels from some diskettes ?
3,Who was the star of Leave It to Beaver ?
3,What fictional character is known as the `` melancholy Dane '' ?
5,What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?
0,What is a nematode ?
0,How is digital audio used ?
3,Who liberated 19th century Sicily and Naples ?
3,Who is the prophet of the religion of Islam ?
3,What is the name of the woman who was with John Belushi when he died ?
0,What is being done about the millennium bug ?
3,What American naval officer broke Japan 's isolationist policy in 1853 ?
3,Who followed Willy Brandt as chancellor of the Federal Republic of Germany ?
0,What effect does friction have on perpetual motion ?
OTHERS,How many states have a lottery ?
3,Name the Ranger who was always after Yogi Bear .
OTHERS,"What is a fear of odors , body , ?"
OTHERS,Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?
OTHERS,What disease is transmitted by the Anopheles mosquito ?
OTHERS,How many consecutive baseball games did Lou Gehrig play ?
5,What are the two cities in Dicken 's `` A Tale of Two Cities '' ?
OTHERS,What type of bridge is the Golden Gate Bridge ?
OTHERS,How many warmup pitches does a reliever get coming into a baseball game ?
0,What motto ended Merrie Melodies cartoons ?
5,What two Caribbean countries share the island of Hispaniola ?
OTHERS,What creature scares people in the film `` Jaws '' ?
0,How do I tie dye clothes ?
OTHERS,What household products are there for adult acne ?
OTHERS,How big is our galaxy in diameter ?
3,Who is the director and editor of the movie Big starring Tom Hanks ?
OTHERS,What series of trials followed World War II ?
5,What country in Latin America is the largest one ?
5,What is the Homelite Inc. home page ?
OTHERS,What is the name of a book written by Aaron Hass ?
OTHERS,What is a fear of pregnancy ?
3,What New Orleans D.A. claimed : `` My staff and I solved the assassination weeks ago '' ?
OTHERS,What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?
0,What is the difference between terry cloth and French terry ?
0,What is Eagle 's syndrome styloid process ?
OTHERS,What disease is the second-biggest killer of North Americans ?
5,What two countries contain Sierra Nevada mountains ?
3,Who is Samuel Pickering ?
0,What does Esa-Pekka Salonen look like ?
0,How do vending machines tell if your dollar is a 1 or a 5 ?
5,Where can I find information about touring the Philippines ?
OTHERS,What are the four elements ?
OTHERS,What is the only modern language that capitalizes its singular first-person pronoun ?
0,What is La Nina ?
5,What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?
5,What U.S. state has the second-longest coastline ?
0,What is time ?
OTHERS,How many people die from tuberculosis each year ?
0,What are the Arabic Numerals from 1 to 10 ?
2,What does the abbreviation OAS stand for ?
5,Where is the Kalahari desert ?
5,What 's the fifth-largest country in the world ?
OTHERS,What toy can you make sleep ?
5,Where is Trinidad ?
OTHERS,What was Mark Johnson referring to when he said : `` I still can 't believe it- we beat the Russians ? ''
OTHERS,What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?
OTHERS,How long did Shea and Gould practice law in Los Angeles ?
OTHERS,Name a novel written by John Steinbeck .
OTHERS,What is `` the soft drink for adults '' ?
5,What state was Herbert Hoover born in ?
0,What are values ?
5,What two countries share the Khyber Pass ?
OTHERS,What was the orca 's name that died of a fungal infection at Sea World ?
3,Name Pittsburgh 's baseball team .
0,What 's the meaning of UOL ?
0,How do you find oxidation numbers ?
OTHERS,What is the best brand for a laptop computer ?
OTHERS,What did Abolitionists try to end ?
5,What city 's the kickoff point for climbs of Mount Everest ?
3,Who won the first general election for President held in Malawi in May 1994 ?
5,"Where is Hearst Castle , built by publisher William Randolph Hearst ?"
0,What is a bourdon tube ?
OTHERS,"On average , how many miles are there to the moon ?"
OTHERS,What is the name of the medical condition in which a baby is born without a brain ?
5,Where did the world come from ?
5,What city was John F. Kennedy nominated for president in ?
OTHERS,What foods contain vitamin B12 ?
OTHERS,What meat complemented sweet potatoes and peas in the first TV dinner ?
0,What is the Kashmir issue ?
5,Where did the real St. Nicholas live ?
OTHERS,What does a resurrectionist steal ?
OTHERS,What are the three secondary colors ?
OTHERS,What 's the second-biggest-selling magazine in America ?
OTHERS,What meter was invented by C.C. Magee in 1935 ?
OTHERS,"What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?"
OTHERS,How old is Stevie Wonder ?
0,Why is it called `` hamburger '' if there is no ham in it ?
2,What is BPH ?
0,What can I do to get into an Ivy League school ?
OTHERS,How much did the Iran-Contra investigation cost ?
3,What 's the name of Popeye 's adopted son ?
OTHERS,What is the treatment for depression ?
0,How do you find the area of a circle ?
0,What is the nursery rhyme Rock-a-by Baby about ?
OTHERS,What tools do you use to crewel ?
5,Where can I find book reviews of `` Turbulent Souls '' ?
3,What 's the middle name of movie producer Joseph E. Levine ?
3,Who was the first black to be head coach of a major league pro sports team ?
OTHERS,What age followed the Bronze Age ?
3,Who wrote Unsafe at Any Speed ?
3,Name Dondi 's adoptive grandfather .
0,What causes asthma ?
3,"What singer became despondent over the death of Freddie Prinze , quit show business , and then quit the business ?"
0,Why is Microsoft 's Windows 3 such a successful computer program ?
OTHERS,When did Spain and Korea start ambassadorial relations ?
OTHERS,What Muhammad Ali maneuver was George Foreman the first victim of ?
0,What is the half-life of P-32 ?
3,Who portrayed W.C. Fields in the film W.C. Fields and Me ?
OTHERS,What new year is celebrated on February 16th ?
OTHERS,How many counties are in Indiana ?
0,Why is the development of space so important ?
3,What was Michelangelo 's last name ?
5,What is the largest and most expensive freeway construction project in the U.S. right now ?
0,"What is deadrise , nautical , ?"
OTHERS,What is the population of the largest Chilean city
OTHERS,What do manatees eat ?
OTHERS,What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?
5,"In Sinclair Lewis ' `` Main Street , '' what was the name of the typical American town ?"
0,What is the origin of the word `` mushroom '' ?
5,Which country is known as `` Big Bear '' ?
OTHERS,What was cash-conscious Colonel Edwin L. Drake the first to drill ?
OTHERS,How many different languages are spoken in Europe ?
5,Where is Webster University ?
OTHERS,What color is Chablis ?
0,What does palindromic mean ?
OTHERS,What 's the U.S. Navy hymn ?
3,Who wrote ` Hamlet ' ?
0,Why do magnets attract ?
0,How does a rainbow form ?
3,What crooner joined The Andrews Sisters for Pistol Packin Mama ?
OTHERS,How many fingers are used to draw a bow ?
3,What Italian leader had a lifelong fear of the evil eye ?
5,What city is near the mouth of the Amazon ?
0,What does the dot on the letter i mean ?
OTHERS,How many movies has Drew Barrymore been in ?
OTHERS,"What card game has variations called Canfield , Klondike and Spider ?"
2,What is HDLC ?
OTHERS,What was the 1940 annual salary for a boilermaker ?
0,What causes someone to be ticklish ?
0,What happened to Phillip Taylor Kramer ?
3,"What 's the better-known identity of John Merrick , the noble ogre of Victorian England ?"
OTHERS,How many trees go into paper making in a year ?
5,What is Bill Gross 's email address ?
OTHERS,What are the most albums sold by one artist or band ?
3,What kind of business is 7-Eleven ?
5,"What country covers 8 , 600 , 387 square miles ?"
5,Where are there aborigines ?
OTHERS,What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?
3,Who used AuH2O as an election slogan ?
0,Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?
OTHERS,What 's the symbol for the zodiacal sign Gemini ?
5,"What is the best place to live in the world , considering climate , civilization ?"
OTHERS,How tall was the animated King Kong ?
OTHERS,What British TV series featured Emma Peel ?
OTHERS,What food of the three bears did Goldilocks eat ?
0,What causes an earthquake ?
5,Where did Woodstock take place ?
OTHERS,When did the Berlin Wall go up ?
OTHERS,What therapy attempts to elicit the `` primal scream '' ?
OTHERS,What words in the English have two u 's back to back ?
OTHERS,How long does James Bond like his eggs boiled ?
3,What Argentine boxer was shot dead outside a Nevada brothel in May ?
0,What is the executor in a will ?
0,What does the name `` Sabrina '' mean ?
OTHERS,Which two products use a tiger as their symbol ?
OTHERS,What is the one thing you need before you can purchase life insurance ?
OTHERS,What sign is the best love match for a horoscope sign ?
3,"What English playwright penned : `` Where the bee sucks , so shall I '' ?"
OTHERS,Which airplane did Fawaz Younis hijack ?
OTHERS,When was CNN 's first broadcast ?
